ready2.keys,ready2.rt,key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,ready3.keys,ready3.rt,resp.keys,resp.corr,resp.rt,within_block.thisRepN,within_block.thisTrialN,within_block.thisN,within_block.thisIndex,within_block.ran,word,difficulty,correct_answer,Azonosító,Az Ön neme,Születési éve,Hány évet töltött az iskolapadban (egyetemet is beleértve),date,expName,psychopyVersion,OS,frameRate,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,block_names
space,2.101,right,0.867,left,1.238,space,11.644,right,1,1.003,0,0,0,2,1,nehéz,1,right,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,right,1,0.542,0,1,1,20,1,igaz,1,right,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,,,,,,,,,,,,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,0,0,0,0,1,blocks/block_1.xlsx
,,,,,,,,right,1,0.754,0,0,0,9,1,digitális,2,right,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,right,1,0.516,0,1,1,2,1,nyelv,2,right,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,,,,,,,,,,,,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,0,1,1,1,1,blocks/block_2.xlsx
,,,,,,,,right,1,0.501,0,0,0,21,1,hatékony,3,right,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,left,1,1.216,0,1,1,6,1,méhezter,3,left,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,,,,,,,,,,,,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,0,2,2,2,1,blocks/block_3.xlsx
,,,,,,,,right,1,0.741,0,0,0,8,1,zenekar,4,right,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,left,1,0.982,0,1,1,11,1,szimboló,4,left,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,,,,,,,,,,,,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,0,3,3,3,1,blocks/block_4.xlsx
,,,,,,,,right,1,0.885,0,0,0,18,1,dokumentum,5,right,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,right,1,0.591,0,1,1,23,1,vörös,5,right,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,,,,,,,,,,,,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,0,4,4,4,1,blocks/block_5.xlsx
,,,,,,,,right,1,0.549,0,0,0,12,1,öröm,6,right,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,right,1,0.65,0,1,1,18,1,alkalom,6,right,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,,,,,,,,,,,,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,0,5,5,5,1,blocks/block_6.xlsx
,,,,,,,,right,1,1.081,0,0,0,23,1,kedvezmény,7,right,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,right,1,0.503,0,1,1,2,1,réteg,7,right,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,,,,,,,,,,,,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,0,6,6,6,1,blocks/block_7.xlsx
,,,,,,,,right,1,0.799,0,0,0,3,1,felsőfokú,8,right,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,right,1,1.002,0,1,1,17,1,eredményez,8,right,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,,,,,,,,,,,,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,0,7,7,7,1,blocks/block_8.xlsx
,,,,,,,,right,1,0.925,0,0,0,17,1,szerez,9,right,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,right,1,0.753,0,1,1,8,1,virág,9,right,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,,,,,,,,,,,,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,0,8,8,8,1,blocks/block_9.xlsx
,,,,,,,,right,1,0.765,0,0,0,1,1,gyűjtemény,10,right,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,right,1,1.338,0,1,1,16,1,fűződik,10,right,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,,,,,,,,,,,,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,0,9,9,9,1,blocks/block_10.xlsx
,,,,,,,,left,1,1.184,0,0,0,2,1,meggyabb,11,left,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,right,1,0.865,0,1,1,10,1,forog,11,right,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,,,,,,,,,,,,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,0,10,10,10,1,blocks/block_11.xlsx
,,,,,,,,left,1,1.765,0,0,0,8,1,majozárói,12,left,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,left,1,0.872,0,1,1,13,1,ernyak,12,left,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,,,,,,,,,,,,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,0,11,11,11,1,blocks/block_12.xlsx
,,,,,,,,right,1,0.933,0,0,0,13,1,egyenrangú,13,right,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,right,1,0.683,0,1,1,19,1,késik,13,right,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,,,,,,,,,,,,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,0,12,12,12,1,blocks/block_13.xlsx
,,,,,,,,left,1,1.015,0,0,0,15,1,esztikussz,14,left,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,right,1,1.205,0,1,1,7,1,kulináris,14,right,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,,,,,,,,,,,,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,0,13,13,13,1,blocks/block_14.xlsx
,,,,,,,,right,1,1.155,0,0,0,13,1,rak,15,right,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,right,1,0.653,0,1,1,4,1,imád,15,right,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,,,,,,,,,,,,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,0,14,14,14,1,blocks/block_15.xlsx
,,,,,,,,right,1,0.751,0,0,0,9,1,cukrász,16,right,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,right,1,1.083,0,1,1,4,1,munkálkodik,16,right,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,,,,,,,,,,,,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,0,15,15,15,1,blocks/block_16.xlsx
,,,,,,,,right,1,0.923,0,0,0,3,1,holttest,17,right,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,right,1,0.816,0,1,1,8,1,belgyógyász,17,right,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,,,,,,,,,,,,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,0,16,16,16,1,blocks/block_17.xlsx
,,,,,,,,left,1,1.215,0,0,0,1,1,pikusz,18,left,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,left,1,1.717,0,1,1,0,1,szivalka,18,left,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,,,,,,,,,,,,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,0,17,17,17,1,blocks/block_18.xlsx
,,,,,,,,right,1,0.634,0,0,0,21,1,zörög,19,right,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,left,1,1.868,0,1,1,6,1,köztett,19,left,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,,,,,,,,,,,,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,0,18,18,18,1,blocks/block_19.xlsx
,,,,,,,,right,1,1.215,0,0,0,11,1,presbitérium,20,right,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,right,1,1.287,0,1,1,20,1,ötvöződik,20,right,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,,,,,,,,,,,,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,0,19,19,19,1,blocks/block_20.xlsx
,,,,,,,,right,1,0.989,0,0,0,11,1,balközép,21,right,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,left,1,1.138,0,1,1,8,1,úszamos,21,left,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,,,,,,,,,,,,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,0,20,20,20,1,blocks/block_21.xlsx
,,,,,,,,right,1,1.071,0,0,0,6,1,indulatú,22,right,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,right,1,1.92,0,1,1,16,1,kolosszális,22,right,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,,,,,,,,,,,,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,0,21,21,21,1,blocks/block_22.xlsx
,,,,,,,,left,1,1.166,0,0,0,15,1,vágárd,23,left,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,right,1,0.716,0,1,1,8,1,téveszt,23,right,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,,,,,,,,,,,,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,0,22,22,22,1,blocks/block_23.xlsx
,,,,,,,,left,1,1.017,0,0,0,18,1,cselens,24,left,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,right,1,1.216,0,1,1,21,1,össztűz,24,right,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,,,,,,,,,,,,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,0,23,23,23,1,blocks/block_24.xlsx
,,,,,,,,right,1,1.317,0,0,0,19,1,viszkóz,25,right,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,left,0,0.799,0,1,1,13,1,varieté,25,right,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,right,1,1.397,0,2,2,5,1,fotoszintetikus,25,right,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,,,,,,,,,,,,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,0,24,24,24,1,blocks/block_25.xlsx
,,,,,,,,right,1,0.888,0,0,0,17,1,dermeszt,26,right,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,right,1,1.648,0,1,1,16,1,ezredmásodperc,26,right,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,,,,,,,,,,,,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,0,25,25,25,1,blocks/block_26.xlsx
,,,,,,,,right,1,1.582,0,0,0,6,1,doktorátus,27,right,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,right,1,0.916,0,1,1,14,1,fürkész,27,right,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,,,,,,,,,,,,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,0,26,26,26,1,blocks/block_27.xlsx
,,,,,,,,right,1,0.831,0,0,0,19,1,orientál,28,right,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,right,1,1.781,0,1,1,10,1,kondenzcsík,28,right,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,,,,,,,,,,,,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,0,27,27,27,1,blocks/block_28.xlsx
,,,,,,,,right,1,1.532,0,0,0,7,1,álomkór,29,right,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,right,0,1.541,0,1,1,23,1,peny,29,left,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,right,1,1.57,0,2,2,21,1,vakaródzik,29,right,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,,,,,,,,,,,,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,0,28,28,28,1,blocks/block_29.xlsx
,,,,,,,,right,1,1.75,0,0,0,3,1,fertilis,30,right,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,right,1,1.139,0,1,1,8,1,madársisak,30,right,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,,,,,,,,,,,,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,0,29,29,29,1,blocks/block_30.xlsx
,,,,,,,,right,1,0.705,0,0,0,5,1,lícium,31,right,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,right,1,1.216,0,1,1,15,1,csapattest,31,right,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,,,,,,,,,,,,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,0,30,30,30,1,blocks/block_31.xlsx
,,,,,,,,right,1,1.549,0,0,0,11,1,ötletdús,32,right,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,left,0,0.856,0,1,1,1,1,stósz,32,right,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,right,1,1.041,0,2,2,15,1,selypít,32,right,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,,,,,,,,,,,,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,0,31,31,31,1,blocks/block_32.xlsx
,,,,,,,,right,1,1.416,0,0,0,8,1,abszolútérték,33,right,5066,no,19850828,21,2020-09-21_13h34.59.199,lexdecspan,2020.1.2,Win32,60,,,,,,
