ready2.keys,ready2.rt,key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,ready3.keys,ready3.rt,resp.keys,resp.corr,resp.rt,within_block.thisRepN,within_block.thisTrialN,within_block.thisN,within_block.thisIndex,within_block.ran,word,difficulty,correct_answer,Azonosító,Az Ön neme,Születési éve,Hány évet töltött az iskolapadban (egyetemet is beleértve),date,expName,psychopyVersion,OS,frameRate,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,block_names
semicolon,26.843215,right,1.23517,left,0.986585,semicolon,13.970135,left,1,1.28867,0,0,0,19,1,sételi,1,left,NO_mask,nő,1967.,18,2020-10-16_21h02.19.244,lexdecspan,2020.1.2,Linux x86_64,60,,,,,,
,,,,,,,,right,1,0.905535,0,1,1,18,1,megy,1,right,NO_mask,nő,1967.,18,2020-10-16_21h02.19.244,lexdecspan,2020.1.2,Linux x86_64,60,,,,,,
,,,,,,,,,,,,,,,,,,,NO_mask,nő,1967.,18,2020-10-16_21h02.19.244,lexdecspan,2020.1.2,Linux x86_64,60,0,0,0,0,1,blocks/block_1.xlsx
,,,,,,,,right,1,0.74074,0,0,0,6,1,darab,2,right,NO_mask,nő,1967.,18,2020-10-16_21h02.19.244,lexdecspan,2020.1.2,Linux x86_64,60,,,,,,
,,,,,,,,right,1,0.75217,0,1,1,8,1,speciális,2,right,NO_mask,nő,1967.,18,2020-10-16_21h02.19.244,lexdecspan,2020.1.2,Linux x86_64,60,,,,,,
,,,,,,,,,,,,,,,,,,,NO_mask,nő,1967.,18,2020-10-16_21h02.19.244,lexdecspan,2020.1.2,Linux x86_64,60,0,1,1,1,1,blocks/block_2.xlsx
,,,,,,,,right,1,0.66553,0,0,0,3,1,dolgozik,3,right,NO_mask,nő,1967.,18,2020-10-16_21h02.19.244,lexdecspan,2020.1.2,Linux x86_64,60,,,,,,
,,,,,,,,left,1,1.42819,0,1,1,23,1,perilita,3,left,NO_mask,nő,1967.,18,2020-10-16_21h02.19.244,lexdecspan,2020.1.2,Linux x86_64,60,,,,,,
,,,,,,,,,,,,,,,,,,,NO_mask,nő,1967.,18,2020-10-16_21h02.19.244,lexdecspan,2020.1.2,Linux x86_64,60,0,2,2,2,1,blocks/block_3.xlsx
,,,,,,,,right,1,1.142855,0,0,0,17,1,alap,4,right,NO_mask,nő,1967.,18,2020-10-16_21h02.19.244,lexdecspan,2020.1.2,Linux x86_64,60,,,,,,
,,,,,,,,right,1,0.643105,0,1,1,19,1,módszer,4,right,NO_mask,nő,1967.,18,2020-10-16_21h02.19.244,lexdecspan,2020.1.2,Linux x86_64,60,,,,,,
,,,,,,,,,,,,,,,,,,,NO_mask,nő,1967.,18,2020-10-16_21h02.19.244,lexdecspan,2020.1.2,Linux x86_64,60,0,3,3,3,1,blocks/block_4.xlsx
,,,,,,,,left,1,1.272535,0,0,0,20,1,skadai,5,left,NO_mask,nő,1967.,18,2020-10-16_21h02.19.244,lexdecspan,2020.1.2,Linux x86_64,60,,,,,,
,,,,,,,,right,1,0.92908,0,1,1,16,1,marketing,5,right,NO_mask,nő,1967.,18,2020-10-16_21h02.19.244,lexdecspan,2020.1.2,Linux x86_64,60,,,,,,
,,,,,,,,,,,,,,,,,,,NO_mask,nő,1967.,18,2020-10-16_21h02.19.244,lexdecspan,2020.1.2,Linux x86_64,60,0,4,4,4,1,blocks/block_5.xlsx
,,,,,,,,right,1,1.06287,0,0,0,8,1,helyezkedik,6,right,NO_mask,nő,1967.,18,2020-10-16_21h02.19.244,lexdecspan,2020.1.2,Linux x86_64,60,,,,,,
,,,,,,,,right,1,0.66323,0,1,1,13,1,vendég,6,right,NO_mask,nő,1967.,18,2020-10-16_21h02.19.244,lexdecspan,2020.1.2,Linux x86_64,60,,,,,,
,,,,,,,,,,,,,,,,,,,NO_mask,nő,1967.,18,2020-10-16_21h02.19.244,lexdecspan,2020.1.2,Linux x86_64,60,0,5,5,5,1,blocks/block_6.xlsx
,,,,,,,,right,1,0.663195,0,0,0,3,1,karakter,7,right,NO_mask,nő,1967.,18,2020-10-16_21h02.19.244,lexdecspan,2020.1.2,Linux x86_64,60,,,,,,
,,,,,,,,right,1,0.848995,0,1,1,21,1,kampány,7,right,NO_mask,nő,1967.,18,2020-10-16_21h02.19.244,lexdecspan,2020.1.2,Linux x86_64,60,,,,,,
,,,,,,,,,,,,,,,,,,,NO_mask,nő,1967.,18,2020-10-16_21h02.19.244,lexdecspan,2020.1.2,Linux x86_64,60,0,6,6,6,1,blocks/block_7.xlsx
,,,,,,,,right,1,0.632525,0,0,0,7,1,kollektív,8,right,NO_mask,nő,1967.,18,2020-10-16_21h02.19.244,lexdecspan,2020.1.2,Linux x86_64,60,,,,,,
,,,,,,,,right,1,0.605295,0,1,1,16,1,küld,8,right,NO_mask,nő,1967.,18,2020-10-16_21h02.19.244,lexdecspan,2020.1.2,Linux x86_64,60,,,,,,
,,,,,,,,,,,,,,,,,,,NO_mask,nő,1967.,18,2020-10-16_21h02.19.244,lexdecspan,2020.1.2,Linux x86_64,60,0,7,7,7,1,blocks/block_8.xlsx
,,,,,,,,left,0,0.9971,0,0,0,7,1,nek,9,right,NO_mask,nő,1967.,18,2020-10-16_21h02.19.244,lexdecspan,2020.1.2,Linux x86_64,60,,,,,,
,,,,,,,,left,1,2.25188,0,1,1,2,1,konfúzusza,9,left,NO_mask,nő,1967.,18,2020-10-16_21h02.19.244,lexdecspan,2020.1.2,Linux x86_64,60,,,,,,
,,,,,,,,right,1,0.704265,0,2,2,21,1,gróf,9,right,NO_mask,nő,1967.,18,2020-10-16_21h02.19.244,lexdecspan,2020.1.2,Linux x86_64,60,,,,,,
,,,,,,,,,,,,,,,,,,,NO_mask,nő,1967.,18,2020-10-16_21h02.19.244,lexdecspan,2020.1.2,Linux x86_64,60,0,8,8,8,1,blocks/block_9.xlsx
,,,,,,,,right,1,0.77209,0,0,0,19,1,trend,10,right,NO_mask,nő,1967.,18,2020-10-16_21h02.19.244,lexdecspan,2020.1.2,Linux x86_64,60,,,,,,
,,,,,,,,right,1,0.780315,0,1,1,6,1,sokoldalú,10,right,NO_mask,nő,1967.,18,2020-10-16_21h02.19.244,lexdecspan,2020.1.2,Linux x86_64,60,,,,,,
,,,,,,,,,,,,,,,,,,,NO_mask,nő,1967.,18,2020-10-16_21h02.19.244,lexdecspan,2020.1.2,Linux x86_64,60,0,9,9,9,1,blocks/block_10.xlsx
,,,,,,,,right,1,0.565895,0,0,0,21,1,vád,11,right,NO_mask,nő,1967.,18,2020-10-16_21h02.19.244,lexdecspan,2020.1.2,Linux x86_64,60,,,,,,
,,,,,,,,right,1,0.54112,0,1,1,0,1,lánc,11,right,NO_mask,nő,1967.,18,2020-10-16_21h02.19.244,lexdecspan,2020.1.2,Linux x86_64,60,,,,,,
,,,,,,,,,,,,,,,,,,,NO_mask,nő,1967.,18,2020-10-16_21h02.19.244,lexdecspan,2020.1.2,Linux x86_64,60,0,10,10,10,1,blocks/block_11.xlsx
,,,,,,,,right,1,0.666695,0,0,0,1,1,alapszik,12,right,NO_mask,nő,1967.,18,2020-10-16_21h02.19.244,lexdecspan,2020.1.2,Linux x86_64,60,,,,,,
,,,,,,,,right,1,0.651585,0,1,1,23,1,örvend,12,right,NO_mask,nő,1967.,18,2020-10-16_21h02.19.244,lexdecspan,2020.1.2,Linux x86_64,60,,,,,,
,,,,,,,,,,,,,,,,,,,NO_mask,nő,1967.,18,2020-10-16_21h02.19.244,lexdecspan,2020.1.2,Linux x86_64,60,0,11,11,11,1,blocks/block_12.xlsx
,,,,,,,,right,1,0.87918,0,0,0,18,1,kilogramm,13,right,NO_mask,nő,1967.,18,2020-10-16_21h02.19.244,lexdecspan,2020.1.2,Linux x86_64,60,,,,,,
,,,,,,,,right,1,0.60448,0,1,1,19,1,késik,13,right,NO_mask,nő,1967.,18,2020-10-16_21h02.19.244,lexdecspan,2020.1.2,Linux x86_64,60,,,,,,
,,,,,,,,,,,,,,,,,,,NO_mask,nő,1967.,18,2020-10-16_21h02.19.244,lexdecspan,2020.1.2,Linux x86_64,60,0,12,12,12,1,blocks/block_13.xlsx
,,,,,,,,left,1,1.45476,0,0,0,15,1,esztikussz,14,left,NO_mask,nő,1967.,18,2020-10-16_21h02.19.244,lexdecspan,2020.1.2,Linux x86_64,60,,,,,,
,,,,,,,,right,1,0.75019,0,1,1,21,1,hullik,14,right,NO_mask,nő,1967.,18,2020-10-16_21h02.19.244,lexdecspan,2020.1.2,Linux x86_64,60,,,,,,
,,,,,,,,,,,,,,,,,,,NO_mask,nő,1967.,18,2020-10-16_21h02.19.244,lexdecspan,2020.1.2,Linux x86_64,60,0,13,13,13,1,blocks/block_14.xlsx
,,,,,,,,right,1,0.702785,0,0,0,20,1,zártkörű,15,right,NO_mask,nő,1967.,18,2020-10-16_21h02.19.244,lexdecspan,2020.1.2,Linux x86_64,60,,,,,,
