ready2.keys,ready2.rt,key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,ready3.keys,ready3.rt,resp.keys,resp.corr,resp.rt,within_block.thisRepN,within_block.thisTrialN,within_block.thisN,within_block.thisIndex,within_block.ran,word,difficulty,correct_answer,Azonosító,Az Ön neme,Születési éve,Hány évet töltött az iskolapadban (egyetemet is beleértve),date,expName,psychopyVersion,OS,frameRate,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,block_names
space,17.193,right,2.762,left,2.521,space,14.459,right,1,1.441,0,0,0,5,1,nagy,1,right,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,,,,,,
,,,,,,,,right,1,0.702,0,1,1,9,1,kép,1,right,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,,,,,,
,,,,,,,,,,,,,,,,,,,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,0,0,0,0,1,blocks/block_1.xlsx
,,,,,,,,right,1,0.854,0,0,0,11,1,nyújt,2,right,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,,,,,,
,,,,,,,,right,1,0.733,0,1,1,6,1,darab,2,right,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,,,,,,
,,,,,,,,,,,,,,,,,,,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,0,1,1,1,1,blocks/block_2.xlsx
,,,,,,,,left,1,3.569,0,0,0,7,1,kétikussi,3,left,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,,,,,,
,,,,,,,,right,1,0.768,0,1,1,4,1,király,3,right,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,,,,,,
,,,,,,,,,,,,,,,,,,,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,0,2,2,2,1,blocks/block_3.xlsx
,,,,,,,,right,1,0.929,0,0,0,9,1,népszerű,4,right,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,,,,,,
,,,,,,,,right,1,0.592,0,1,1,14,1,párt,4,right,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,,,,,,
,,,,,,,,,,,,,,,,,,,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,0,3,3,3,1,blocks/block_4.xlsx
,,,,,,,,right,1,1.038,0,0,0,13,1,mód,5,right,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,,,,,,
,,,,,,,,right,1,0.921,0,1,1,1,1,spanyol,5,right,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,,,,,,
,,,,,,,,,,,,,,,,,,,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,0,4,4,4,1,blocks/block_5.xlsx
,,,,,,,,left,1,1.838,0,0,0,4,1,hézhet,6,left,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,,,,,,
,,,,,,,,right,1,0.651,0,1,1,5,1,üveg,6,right,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,,,,,,
,,,,,,,,,,,,,,,,,,,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,0,5,5,5,1,blocks/block_6.xlsx
,,,,,,,,right,1,1.601,0,0,0,4,1,létesítmény,7,right,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,,,,,,
,,,,,,,,right,1,0.607,0,1,1,22,1,kritikus,7,right,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,,,,,,
,,,,,,,,,,,,,,,,,,,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,0,6,6,6,1,blocks/block_7.xlsx
,,,,,,,,right,1,1.005,0,0,0,10,1,mozgalom,8,right,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,,,,,,
,,,,,,,,left,1,2.708,0,1,1,2,1,vésségi,8,left,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,,,,,,
,,,,,,,,,,,,,,,,,,,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,0,7,7,7,1,blocks/block_8.xlsx
,,,,,,,,right,0,0.959,0,0,0,10,1,vízgyűlő,9,left,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,,,,,,
,,,,,,,,left,0,3.971,0,1,1,7,1,nek,9,right,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,,,,,,
,,,,,,,,right,1,0.86,0,2,2,8,1,virág,9,right,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,,,,,,
,,,,,,,,right,1,1.2,0,3,3,21,1,gróf,9,right,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,,,,,,
,,,,,,,,,,,,,,,,,,,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,0,8,8,8,1,blocks/block_9.xlsx
,,,,,,,,left,1,2.676,0,0,0,3,1,szalas,10,left,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,,,,,,
,,,,,,,,left,1,2.662,0,1,1,20,1,hozandzsa,10,left,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,,,,,,
,,,,,,,,,,,,,,,,,,,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,0,9,9,9,1,blocks/block_10.xlsx
,,,,,,,,right,1,1.354,0,0,0,0,1,lánc,11,right,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,,,,,,
,,,,,,,,right,1,0.886,0,1,1,22,1,orr,11,right,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,,,,,,
,,,,,,,,,,,,,,,,,,,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,0,10,10,10,1,blocks/block_11.xlsx
,,,,,,,,right,1,1.61,0,0,0,19,1,bronz,12,right,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,,,,,,
,,,,,,,,right,1,0.82,0,1,1,20,1,homok,12,right,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,,,,,,
,,,,,,,,,,,,,,,,,,,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,0,11,11,11,1,blocks/block_12.xlsx
,,,,,,,,right,1,0.802,0,0,0,1,1,villany,13,right,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,,,,,,
,,,,,,,,left,1,1.331,0,1,1,7,1,boldódi,13,left,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,,,,,,
,,,,,,,,,,,,,,,,,,,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,0,12,12,12,1,blocks/block_13.xlsx
,,,,,,,,right,1,0.895,0,0,0,13,1,rejtőzik,14,right,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,,,,,,
,,,,,,,,right,1,0.943,0,1,1,18,1,had,14,right,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,,,,,,
,,,,,,,,,,,,,,,,,,,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,0,13,13,13,1,blocks/block_14.xlsx
,,,,,,,,right,1,1.427,0,0,0,21,1,háziasszony,15,right,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,,,,,,
,,,,,,,,left,1,2.359,0,1,1,9,1,pálódás,15,left,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,,,,,,
,,,,,,,,,,,,,,,,,,,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,0,14,14,14,1,blocks/block_15.xlsx
,,,,,,,,left,1,1.304,0,0,0,17,1,gyalaha,16,left,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,,,,,,
,,,,,,,,right,1,1.589,0,1,1,5,1,határidejű,16,right,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,,,,,,
,,,,,,,,,,,,,,,,,,,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,0,15,15,15,1,blocks/block_16.xlsx
,,,,,,,,right,1,1.113,0,0,0,7,1,értékesít,17,right,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,,,,,,
,,,,,,,,left,0,1.69,0,1,1,6,1,kerekedik,17,right,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,,,,,,
,,,,,,,,left,1,2.546,0,2,2,20,1,oldalmi,17,left,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,,,,,,
,,,,,,,,,,,,,,,,,,,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,0,16,16,16,1,blocks/block_17.xlsx
,,,,,,,,right,1,1.223,0,0,0,3,1,neon,18,right,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,,,,,,
,,,,,,,,right,1,1.611,0,1,1,19,1,gaz,18,right,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,,,,,,
,,,,,,,,,,,,,,,,,,,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,0,17,17,17,1,blocks/block_18.xlsx
,,,,,,,,right,1,1.776,0,0,0,2,1,genom,19,right,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,,,,,,
,,,,,,,,right,1,1.638,0,1,1,4,1,könnyelmű,19,right,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,,,,,,
,,,,,,,,,,,,,,,,,,,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,0,18,18,18,1,blocks/block_19.xlsx
,,,,,,,,right,1,4.127,0,0,0,0,1,szótag,20,right,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,,,,,,
,,,,,,,,right,1,0.877,0,1,1,21,1,őrült,20,right,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,,,,,,
,,,,,,,,,,,,,,,,,,,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,0,19,19,19,1,blocks/block_20.xlsx
,,,,,,,,right,1,1.295,0,0,0,22,1,nagydíj,21,right,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,,,,,,
,,,,,,,,right,1,2.642,0,1,1,6,1,vitamindús,21,right,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,,,,,,
,,,,,,,,,,,,,,,,,,,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,0,20,20,20,1,blocks/block_21.xlsx
,,,,,,,,right,1,4.395,0,0,0,6,1,indulatú,22,right,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,,,,,,
,,,,,,,,left,1,3.743,0,1,1,13,1,érkésztás,22,left,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,,,,,,
,,,,,,,,,,,,,,,,,,,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,0,21,21,21,1,blocks/block_22.xlsx
,,,,,,,,right,1,1.111,0,0,0,23,1,ómagyar,23,right,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,,,,,,
,,,,,,,,right,1,1.444,0,1,1,18,1,camembert,23,right,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,,,,,,
,,,,,,,,,,,,,,,,,,,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,0,22,22,22,1,blocks/block_23.xlsx
,,,,,,,,right,1,1.112,0,0,0,7,1,ború,24,right,5046,férfi,1956.08.02.,22,2020-09-27_18h42.56.456,lexdecspan,2020.1.2,MacIntel,60,,,,,,
