ready2.keys,ready2.rt,key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,ready3.keys,ready3.rt,resp.keys,resp.corr,resp.rt,within_block.thisRepN,within_block.thisTrialN,within_block.thisN,within_block.thisIndex,within_block.ran,word,difficulty,correct_answer,Azonosító,Az Ön neme,Születési éve,Hány évet töltött az iskolapadban (egyetemet is beleértve),date,expName,psychopyVersion,OS,frameRate,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,block_names
space,14.208825,right,1.07882,left,1.301765,right,8.9123,left,1,1.536995,0,0,0,7,1,szigon,1,left,5074 nyunyóka4,férfi,1996.03.22,18,2020-09-30_14h14.27.555,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,right,1,0.63353,0,1,1,20,1,igaz,1,right,5074 nyunyóka4,férfi,1996.03.22,18,2020-09-30_14h14.27.555,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,,,,,,,,,,,,5074 nyunyóka4,férfi,1996.03.22,18,2020-09-30_14h14.27.555,lexdecspan,2020.1.2,Win32,60,0,0,0,0,1,blocks/block_1.xlsx
,,,,,,,,right,1,0.802475,0,0,0,9,1,digitális,2,right,5074 nyunyóka4,férfi,1996.03.22,18,2020-09-30_14h14.27.555,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,right,1,0.68827,0,1,1,13,1,típusú,2,right,5074 nyunyóka4,férfi,1996.03.22,18,2020-09-30_14h14.27.555,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,,,,,,,,,,,,5074 nyunyóka4,férfi,1996.03.22,18,2020-09-30_14h14.27.555,lexdecspan,2020.1.2,Win32,60,0,1,1,1,1,blocks/block_2.xlsx
,,,,,,,,right,1,0.74458,0,0,0,20,1,érkezik,3,right,5074 nyunyóka4,férfi,1996.03.22,18,2020-09-30_14h14.27.555,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,right,1,0.561565,0,1,1,12,1,időszak,3,right,5074 nyunyóka4,férfi,1996.03.22,18,2020-09-30_14h14.27.555,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,,,,,,,,,,,,5074 nyunyóka4,férfi,1996.03.22,18,2020-09-30_14h14.27.555,lexdecspan,2020.1.2,Win32,60,0,2,2,2,1,blocks/block_3.xlsx
,,,,,,,,right,1,0.573575,0,0,0,13,1,bőr,4,right,5074 nyunyóka4,férfi,1996.03.22,18,2020-09-30_14h14.27.555,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,right,1,0.573055,0,1,1,8,1,zenekar,4,right,5074 nyunyóka4,férfi,1996.03.22,18,2020-09-30_14h14.27.555,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,,,,,,,,,,,,5074 nyunyóka4,férfi,1996.03.22,18,2020-09-30_14h14.27.555,lexdecspan,2020.1.2,Win32,60,0,3,3,3,1,blocks/block_4.xlsx
,,,,,,,,right,1,0.65958,0,0,0,6,1,hatalom,5,right,5074 nyunyóka4,férfi,1996.03.22,18,2020-09-30_14h14.27.555,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,right,1,0.578375,0,1,1,15,1,tartalom,5,right,5074 nyunyóka4,férfi,1996.03.22,18,2020-09-30_14h14.27.555,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,,,,,,,,,,,,5074 nyunyóka4,férfi,1996.03.22,18,2020-09-30_14h14.27.555,lexdecspan,2020.1.2,Win32,60,0,4,4,4,1,blocks/block_5.xlsx
,,,,,,,,right,1,0.48515,0,0,0,12,1,öröm,6,right,5074 nyunyóka4,férfi,1996.03.22,18,2020-09-30_14h14.27.555,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,right,1,0.445155,0,1,1,15,1,jármű,6,right,5074 nyunyóka4,férfi,1996.03.22,18,2020-09-30_14h14.27.555,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,,,,,,,,,,,,5074 nyunyóka4,férfi,1996.03.22,18,2020-09-30_14h14.27.555,lexdecspan,2020.1.2,Win32,60,0,5,5,5,1,blocks/block_6.xlsx
,,,,,,,,left,1,1.66622,0,0,0,17,1,rohangsári,7,left,5074 nyunyóka4,férfi,1996.03.22,18,2020-09-30_14h14.27.555,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,right,1,0.696595,0,1,1,21,1,kampány,7,right,5074 nyunyóka4,férfi,1996.03.22,18,2020-09-30_14h14.27.555,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,,,,,,,,,,,,5074 nyunyóka4,férfi,1996.03.22,18,2020-09-30_14h14.27.555,lexdecspan,2020.1.2,Win32,60,0,6,6,6,1,blocks/block_7.xlsx
