ready2.keys,ready2.rt,key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,ready3.keys,ready3.rt,resp.keys,resp.corr,resp.rt,within_block.thisRepN,within_block.thisTrialN,within_block.thisN,within_block.thisIndex,within_block.ran,word,difficulty,correct_answer,Azonosító,Az Ön neme,Születési éve,Hány évet töltött az iskolapadban (egyetemet is beleértve),date,expName,psychopyVersion,OS,frameRate,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,block_names
space,0.893265,right,0.975595,left,0.874605,space,1.1431,right,1,0.758345,0,0,0,2,1,nehéz,1,right,5027,férfi,1945,10,2020-10-04_20h28.05.888,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,left,1,1.479575,0,1,1,6,1,likálható,1,left,5027,férfi,1945,10,2020-10-04_20h28.05.888,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,,,,,,,,,,,,5027,férfi,1945,10,2020-10-04_20h28.05.888,lexdecspan,2020.1.2,Win32,60,0,0,0,0,1,blocks/block_1.xlsx
,,,,,,,,right,1,0.68739,0,0,0,21,1,rész,2,right,5027,férfi,1945,10,2020-10-04_20h28.05.888,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,right,1,0.6054,0,1,1,1,1,tér,2,right,5027,férfi,1945,10,2020-10-04_20h28.05.888,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,,,,,,,,,,,,5027,férfi,1945,10,2020-10-04_20h28.05.888,lexdecspan,2020.1.2,Win32,60,0,1,1,1,1,blocks/block_2.xlsx
,,,,,,,,right,1,0.95779,0,0,0,5,1,igény,3,right,5027,férfi,1945,10,2020-10-04_20h28.05.888,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,left,1,1.469145,0,1,1,0,1,bolyodás,3,left,5027,férfi,1945,10,2020-10-04_20h28.05.888,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,,,,,,,,,,,,5027,férfi,1945,10,2020-10-04_20h28.05.888,lexdecspan,2020.1.2,Win32,60,0,2,2,2,1,blocks/block_3.xlsx
,,,,,,,,left,1,1.65801,0,0,0,21,1,üvesi,4,left,5027,férfi,1945,10,2020-10-04_20h28.05.888,lexdecspan,2020.1.2,Win32,60,,,,,,
