ready2.keys,ready2.rt,key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,ready3.keys,ready3.rt,resp.keys,resp.corr,resp.rt,within_block.thisRepN,within_block.thisTrialN,within_block.thisN,within_block.thisIndex,within_block.ran,word,difficulty,correct_answer,Azonosító,Az Ön neme,Születési éve,Hány évet töltött az iskolapadban (egyetemet is beleértve),date,expName,psychopyVersion,OS,frameRate,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,block_names
m,18.256185,right,1.173505,left,1.145895,m,12.573705,right,1,0.993405,0,0,0,3,1,nincs,1,right,5116,nő,1968 01. 03.,17,2020-09-27_16h01.40.291,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,left,1,0.886265,0,1,1,22,1,posdótelő,1,left,5116,nő,1968 01. 03.,17,2020-09-27_16h01.40.291,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,,,,,,,,,,,,5116,nő,1968 01. 03.,17,2020-09-27_16h01.40.291,lexdecspan,2020.1.2,Win32,60,0,0,0,0,1,blocks/block_1.xlsx
,,,,,,,,right,1,0.75687,0,0,0,14,1,cikk,2,right,5116,nő,1968 01. 03.,17,2020-09-27_16h01.40.291,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,right,1,0.92937,0,1,1,21,1,rész,2,right,5116,nő,1968 01. 03.,17,2020-09-27_16h01.40.291,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,,,,,,,,,,,,5116,nő,1968 01. 03.,17,2020-09-27_16h01.40.291,lexdecspan,2020.1.2,Win32,60,0,1,1,1,1,blocks/block_2.xlsx
,,,,,,,,left,1,1.74646,0,0,0,0,1,bolyodás,3,left,5116,nő,1968 01. 03.,17,2020-09-27_16h01.40.291,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,right,1,1.230675,0,1,1,19,1,gép,3,right,5116,nő,1968 01. 03.,17,2020-09-27_16h01.40.291,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,,,,,,,,,,,,5116,nő,1968 01. 03.,17,2020-09-27_16h01.40.291,lexdecspan,2020.1.2,Win32,60,0,2,2,2,1,blocks/block_3.xlsx
,,,,,,,,right,1,0.949115,0,0,0,8,1,zenekar,4,right,5116,nő,1968 01. 03.,17,2020-09-27_16h01.40.291,lexdecspan,2020.1.2,Win32,60,,,,,,
