ready2.keys,ready2.rt,key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,ready3.keys,ready3.rt,resp.keys,resp.corr,resp.rt,within_block.thisRepN,within_block.thisTrialN,within_block.thisN,within_block.thisIndex,within_block.ran,word,difficulty,correct_answer,Azonosító,Az Ön neme,Születési éve,Hány évet töltött az iskolapadban (egyetemet is beleértve),date,expName,psychopyVersion,OS,frameRate,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,block_names
right,27.275,right,0.436,left,0.301,right,10.498,right,1,0.548,0,0,0,20,1,igaz,1,right,5094,férfi,1996,16,2020-09-28_17h01.14.459,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,right,1,0.532,0,1,1,2,1,nehéz,1,right,5094,férfi,1996,16,2020-09-28_17h01.14.459,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,,,,,,,,,,,,5094,férfi,1996,16,2020-09-28_17h01.14.459,lexdecspan,2020.1.2,Win32,60,0,0,0,0,1,blocks/block_1.xlsx
,,,,,,,,right,1,0.512,0,0,0,2,1,nyelv,2,right,5094,férfi,1996,16,2020-09-28_17h01.14.459,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,right,1,0.561,0,1,1,8,1,speciális,2,right,5094,férfi,1996,16,2020-09-28_17h01.14.459,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,,,,,,,,,,,,5094,férfi,1996,16,2020-09-28_17h01.14.459,lexdecspan,2020.1.2,Win32,60,0,1,1,1,1,blocks/block_2.xlsx
,,,,,,,,right,1,0.566,0,0,0,13,1,százalék,3,right,5094,férfi,1996,16,2020-09-28_17h01.14.459,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,right,0,1.003,0,1,1,0,1,bolyodás,3,left,5094,férfi,1996,16,2020-09-28_17h01.14.459,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,right,1,0.63,0,2,2,10,1,ár,3,right,5094,férfi,1996,16,2020-09-28_17h01.14.459,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,,,,,,,,,,,,5094,férfi,1996,16,2020-09-28_17h01.14.459,lexdecspan,2020.1.2,Win32,60,0,2,2,2,1,blocks/block_3.xlsx
,,,,,,,,right,1,0.549,0,0,0,12,1,lényeg,4,right,5094,férfi,1996,16,2020-09-28_17h01.14.459,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,right,1,0.532,0,1,1,5,1,fény,4,right,5094,férfi,1996,16,2020-09-28_17h01.14.459,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,,,,,,,,,,,,5094,férfi,1996,16,2020-09-28_17h01.14.459,lexdecspan,2020.1.2,Win32,60,0,3,3,3,1,blocks/block_4.xlsx
,,,,,,,,right,1,0.65,0,0,0,5,1,folyik,5,right,5094,férfi,1996,16,2020-09-28_17h01.14.459,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,right,1,0.565,0,1,1,23,1,vörös,5,right,5094,férfi,1996,16,2020-09-28_17h01.14.459,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,,,,,,,,,,,,5094,férfi,1996,16,2020-09-28_17h01.14.459,lexdecspan,2020.1.2,Win32,60,0,4,4,4,1,blocks/block_5.xlsx
,,,,,,,,right,1,0.581,0,0,0,9,1,ég,6,right,5094,férfi,1996,16,2020-09-28_17h01.14.459,lexdecspan,2020.1.2,Win32,60,,,,,,
