ready2.keys,ready2.rt,key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,ready3.keys,ready3.rt,resp.keys,resp.corr,resp.rt,within_block.thisRepN,within_block.thisTrialN,within_block.thisN,within_block.thisIndex,within_block.ran,word,difficulty,correct_answer,Azonosító,Az Ön neme,Születési éve,Hány évet töltött az iskolapadban (egyetemet is beleértve),date,expName,psychopyVersion,OS,frameRate,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,block_names
space,14.27,right,1.357,left,0.944,space,12.134,right,1,0.781,0,0,0,0,1,hely,1,right,5058,fiú,1970,"17,5",2020-09-27_11h54.30.027,lexdecspan,2020.1.2,MacIntel,60,,,,,,
,,,,,,,,right,1,0.721,0,1,1,13,1,rövid,1,right,5058,fiú,1970,"17,5",2020-09-27_11h54.30.027,lexdecspan,2020.1.2,MacIntel,60,,,,,,
,,,,,,,,,,,,,,,,,,,5058,fiú,1970,"17,5",2020-09-27_11h54.30.027,lexdecspan,2020.1.2,MacIntel,60,0,0,0,0,1,blocks/block_1.xlsx
,,,,,,,,right,1,0.482,0,0,0,14,1,cikk,2,right,5058,fiú,1970,"17,5",2020-09-27_11h54.30.027,lexdecspan,2020.1.2,MacIntel,60,,,,,,
,,,,,,,,right,1,0.681,0,1,1,18,1,aktív,2,right,5058,fiú,1970,"17,5",2020-09-27_11h54.30.027,lexdecspan,2020.1.2,MacIntel,60,,,,,,
,,,,,,,,,,,,,,,,,,,5058,fiú,1970,"17,5",2020-09-27_11h54.30.027,lexdecspan,2020.1.2,MacIntel,60,0,1,1,1,1,blocks/block_2.xlsx
,,,,,,,,right,1,0.635,0,0,0,11,1,függ,3,right,5058,fiú,1970,"17,5",2020-09-27_11h54.30.027,lexdecspan,2020.1.2,MacIntel,60,,,,,,
,,,,,,,,right,1,0.554,0,1,1,22,1,szem,3,right,5058,fiú,1970,"17,5",2020-09-27_11h54.30.027,lexdecspan,2020.1.2,MacIntel,60,,,,,,
,,,,,,,,,,,,,,,,,,,5058,fiú,1970,"17,5",2020-09-27_11h54.30.027,lexdecspan,2020.1.2,MacIntel,60,0,2,2,2,1,blocks/block_3.xlsx
,,,,,,,,right,1,0.516,0,0,0,5,1,fény,4,right,5058,fiú,1970,"17,5",2020-09-27_11h54.30.027,lexdecspan,2020.1.2,MacIntel,60,,,,,,
,,,,,,,,right,1,0.698,0,1,1,4,1,keresztény,4,right,5058,fiú,1970,"17,5",2020-09-27_11h54.30.027,lexdecspan,2020.1.2,MacIntel,60,,,,,,
,,,,,,,,,,,,,,,,,,,5058,fiú,1970,"17,5",2020-09-27_11h54.30.027,lexdecspan,2020.1.2,MacIntel,60,0,3,3,3,1,blocks/block_4.xlsx
,,,,,,,,right,1,0.554,0,0,0,0,1,változik,5,right,5058,fiú,1970,"17,5",2020-09-27_11h54.30.027,lexdecspan,2020.1.2,MacIntel,60,,,,,,
,,,,,,,,right,1,0.589,0,1,1,3,1,csomag,5,right,5058,fiú,1970,"17,5",2020-09-27_11h54.30.027,lexdecspan,2020.1.2,MacIntel,60,,,,,,
,,,,,,,,,,,,,,,,,,,5058,fiú,1970,"17,5",2020-09-27_11h54.30.027,lexdecspan,2020.1.2,MacIntel,60,0,4,4,4,1,blocks/block_5.xlsx
,,,,,,,,right,1,0.731,0,0,0,19,1,református,6,right,5058,fiú,1970,"17,5",2020-09-27_11h54.30.027,lexdecspan,2020.1.2,MacIntel,60,,,,,,
,,,,,,,,left,1,1.172,0,1,1,2,1,maliző,6,left,5058,fiú,1970,"17,5",2020-09-27_11h54.30.027,lexdecspan,2020.1.2,MacIntel,60,,,,,,
,,,,,,,,,,,,,,,,,,,5058,fiú,1970,"17,5",2020-09-27_11h54.30.027,lexdecspan,2020.1.2,MacIntel,60,0,5,5,5,1,blocks/block_6.xlsx
