ready2.keys,ready2.rt,key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,ready3.keys,ready3.rt,resp.keys,resp.corr,resp.rt,within_block.thisRepN,within_block.thisTrialN,within_block.thisN,within_block.thisIndex,within_block.ran,word,difficulty,correct_answer,Azonosító,Az Ön neme,Születési éve,Hány évet töltött az iskolapadban (egyetemet is beleértve),date,expName,psychopyVersion,OS,frameRate,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,block_names
space,14.448655,right,10.602875,left,2.11205,space,16.40479,left,1,3.95525,0,0,0,10,1,címelés,1,left,6214,,,,2020-09-23_14h35.25.448,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,left,0,3.19848,0,1,1,14,1,intézmény,1,right,6214,,,,2020-09-23_14h35.25.448,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,left,0,1.12531,0,2,2,5,1,nagy,1,right,6214,,,,2020-09-23_14h35.25.448,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,left,1,15.526695,0,3,3,22,1,posdótelő,1,left,6214,,,,2020-09-23_14h35.25.448,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,,,,,,,,,,,,6214,,,,2020-09-23_14h35.25.448,lexdecspan,2020.1.2,Win32,60,0,0,0,0,1,blocks/block_1.xlsx
,,,,,,,,right,1,1.717705,0,0,0,5,1,gyerek,2,right,6214,,,,2020-09-23_14h35.25.448,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,right,1,1.73977,0,1,1,6,1,darab,2,right,6214,,,,2020-09-23_14h35.25.448,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,,,,,,,,,,,,6214,,,,2020-09-23_14h35.25.448,lexdecspan,2020.1.2,Win32,60,0,1,1,1,1,blocks/block_2.xlsx
,,,,,,,,left,1,2.634075,0,0,0,23,1,perilita,3,left,6214,,,,2020-09-23_14h35.25.448,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,right,1,2.852395,0,1,1,12,1,időszak,3,right,6214,,,,2020-09-23_14h35.25.448,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,,,,,,,,,,,,6214,,,,2020-09-23_14h35.25.448,lexdecspan,2020.1.2,Win32,60,0,2,2,2,1,blocks/block_3.xlsx
,,,,,,,,right,1,3.96006,0,0,0,22,1,boldog,4,right,6214,,,,2020-09-23_14h35.25.448,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,right,1,4.82317,0,1,1,2,1,nyelvű,4,right,6214,,,,2020-09-23_14h35.25.448,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,,,,,,,,,,,,6214,,,,2020-09-23_14h35.25.448,lexdecspan,2020.1.2,Win32,60,0,3,3,3,1,blocks/block_4.xlsx
,,,,,,,,left,1,5.197355,0,0,0,21,1,késetetély,5,left,6214,,,,2020-09-23_14h35.25.448,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,right,1,3.466975,0,1,1,0,1,változik,5,right,6214,,,,2020-09-23_14h35.25.448,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,,,,,,,,,,,,6214,,,,2020-09-23_14h35.25.448,lexdecspan,2020.1.2,Win32,60,0,4,4,4,1,blocks/block_5.xlsx
,,,,,,,,right,1,1.18307,0,0,0,14,1,bír,6,right,6214,,,,2020-09-23_14h35.25.448,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,right,1,7.122155,0,1,1,11,1,szempont,6,right,6214,,,,2020-09-23_14h35.25.448,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,,,,,,,,,,,,6214,,,,2020-09-23_14h35.25.448,lexdecspan,2020.1.2,Win32,60,0,5,5,5,1,blocks/block_6.xlsx
,,,,,,,,right,1,0.914905,0,0,0,14,1,híd,7,right,6214,,,,2020-09-23_14h35.25.448,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,left,1,2.166935,0,1,1,0,1,borhátsz,7,left,6214,,,,2020-09-23_14h35.25.448,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,,,,,,,,,,,,6214,,,,2020-09-23_14h35.25.448,lexdecspan,2020.1.2,Win32,60,0,6,6,6,1,blocks/block_7.xlsx
,,,,,,,,right,1,1.01609,0,0,0,18,1,kéz,8,right,6214,,,,2020-09-23_14h35.25.448,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,right,1,2.518065,0,1,1,17,1,eredményez,8,right,6214,,,,2020-09-23_14h35.25.448,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,,,,,,,,,,,,6214,,,,2020-09-23_14h35.25.448,lexdecspan,2020.1.2,Win32,60,0,7,7,7,1,blocks/block_8.xlsx
,,,,,,,,right,1,1.45642,0,0,0,17,1,szerez,9,right,6214,,,,2020-09-23_14h35.25.448,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,left,0,3.30252,0,1,1,7,1,nek,9,right,6214,,,,2020-09-23_14h35.25.448,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,right,1,1.49,0,2,2,18,1,csend,9,right,6214,,,,2020-09-23_14h35.25.448,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,,,,,,,,,,,,6214,,,,2020-09-23_14h35.25.448,lexdecspan,2020.1.2,Win32,60,0,8,8,8,1,blocks/block_9.xlsx
,,,,,,,,left,1,7.122435,0,0,0,20,1,hozandzsa,10,left,6214,,,,2020-09-23_14h35.25.448,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,right,1,2.62002,0,1,1,17,1,harmonikus,10,right,6214,,,,2020-09-23_14h35.25.448,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,,,,,,,,,,,,6214,,,,2020-09-23_14h35.25.448,lexdecspan,2020.1.2,Win32,60,0,9,9,9,1,blocks/block_10.xlsx
,,,,,,,,right,1,1.965575,0,0,0,7,1,forgatókönyv,11,right,6214,,,,2020-09-23_14h35.25.448,lexdecspan,2020.1.2,Win32,60,,,,,,
